product_already_counted,protocol,btc,method,confidence,month,group,segment,slug,chain,in_column,note
Lombard LBTC,Euler V2,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,euler-v2,TAC,btc_borrowed,
Lombard LBTC,Fluid Lending,0.2697,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,fluid-lending,Base,btc_total,
Lombard LBTC,Fluid Lending,0.1048,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,fluid-lending,Ethereum,btc_total,
Lombard LBTC,Jupiter Lend,832.2871,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,jupiter-lend,Solana,btc_total,
Lombard LBTC,Kamino Lend,5.4695,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,kamino-lend,Solana,btc_total,
Lombard LBTC,LayerBank,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,layerbank,Move,btc_total,
Lombard LBTC,Moonwell Lending,38.5253,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,moonwell-lending,Base,btc_total,
Lombard LBTC,Moonwell Lending,1.3719,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,moonwell-lending,Base,btc_borrowed,
Lombard LBTC,Morpho Blue,23.4751,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,morpho-blue,Base,btc_total,
Lombard LBTC,Morpho Blue,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,morpho-blue,Base,btc_borrowed,
Lombard LBTC,Morpho Blue,0.0342,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,morpho-blue,Corn,btc_total,
Lombard LBTC,Morpho Blue,873.3268,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,morpho-blue,Ethereum,btc_total,
Lombard LBTC,Morpho Blue,0.639,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,morpho-blue,Ethereum,btc_borrowed,
Lombard LBTC,Morpho Blue,46.7574,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,morpho-blue,Katana,btc_total,
Lombard LBTC,Morpho Blue,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,morpho-blue,Stable,btc_total,
Lombard LBTC,Morpho Blue,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,morpho-blue,TAC,btc_total,
Lombard LBTC,NAVI Lending,58.6239,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,navi-lending,Sui,btc_total,
Lombard LBTC,NAVI Lending,1.4195,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,navi-lending,Sui,btc_borrowed,
Lombard LBTC,Silo V2,0.847,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,silo-v2,Sonic,btc_total,
Lombard LBTC,Silo V2,0.0241,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,silo-v2,Sonic,btc_borrowed,
Lombard LBTC,SparkLend,3172.6917,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,sparklend,Ethereum,btc_total,
Lombard LBTC,Suilend,67.1145,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,suilend,Sui,btc_total,
Lombard LBTC,Venus Core Pool,0.7179,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,venus-core-pool,Ethereum,btc_total,
Lombard LBTC,ZeroLend Lending,0.0492,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,zerolend-lending,Corn,btc_total,
Lombard LBTC,ZeroLend Lending,0.0503,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,zerolend-lending,Corn,btc_borrowed,
Lombard LBTC,ZeroLend Lending,0.1196,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,zerolend-lending,Ethereum,btc_total,
Lombard LBTC,ZeroLend Lending,0.1721,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
Lombard LBTC,Aave V3,32.4091,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,aave-v3,Base,btc_total,
Lombard LBTC,Aave V3,3111.6944,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,aave-v3,Ethereum,btc_total,
Lombard LBTC,Aave V3,0.017,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,aave-v3,Ethereum,btc_borrowed,
Lombard LBTC,Aave V4,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,aave-v4,Ethereum,btc_total,
Lombard LBTC,Avalon Finance,0.0224,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,avalon-finance,Binance,btc_total,
Lombard LBTC,Avalon Finance,0.001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,avalon-finance,Corn,btc_total,
Lombard LBTC,Bucket CDP,0.0175,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,cdp,bucket-cdp,Sui,btc_total,
Lombard LBTC,crvUSD,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,cdp,crvusd,Ethereum,btc_total,
Lombard LBTC,Dolomite,0.4052,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,dolomite,Berachain,btc_total,
Lombard LBTC,Dolomite,0.016,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,dolomite,Berachain,btc_borrowed,
Lombard LBTC,Echelon Market,0.045,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,echelon-market,Move,btc_total,
Lombard LBTC,Euler V2,0.0748,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,euler-v2,BOB,btc_total,
Lombard LBTC,Euler V2,0.1364,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,euler-v2,BOB,btc_borrowed,
Lombard LBTC,Euler V2,1.4578,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,euler-v2,Base,btc_total,
Lombard LBTC,Euler V2,0.0476,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,euler-v2,Base,btc_borrowed,
Lombard LBTC,Euler V2,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,euler-v2,Berachain,btc_total,
Lombard LBTC,Euler V2,0.4044,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,euler-v2,Ethereum,btc_total,
Lombard LBTC,Euler V2,0.0049,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,euler-v2,Ethereum,btc_borrowed,
Lombard LBTC,Euler V2,0.4989,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,euler-v2,Monad,btc_total,
Lombard LBTC,Euler V2,0.0007,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,euler-v2,TAC,btc_total,
Lombard LBTC,Euler V2,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,euler-v2,TAC,btc_borrowed,
Lombard LBTC,Fluid Lending,0.2297,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,fluid-lending,Base,btc_total,
Lombard LBTC,Fluid Lending,0.6345,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,fluid-lending,Ethereum,btc_total,
Lombard LBTC,Jupiter Lend,631.7003,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,jupiter-lend,Solana,btc_total,
Lombard LBTC,Kamino Lend,5.716,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,kamino-lend,Solana,btc_total,
Lombard LBTC,LayerBank,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,layerbank,Move,btc_total,
Lombard LBTC,Moonwell Lending,52.789,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,moonwell-lending,Base,btc_total,
Lombard LBTC,Moonwell Lending,2.6351,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,moonwell-lending,Base,btc_borrowed,
Lombard LBTC,Morpho Blue,20.9718,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,morpho-blue,Base,btc_total,
Lombard LBTC,Morpho Blue,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,morpho-blue,Base,btc_borrowed,
Lombard LBTC,Morpho Blue,0.0342,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,morpho-blue,Corn,btc_total,
Lombard LBTC,Morpho Blue,573.7363,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,morpho-blue,Ethereum,btc_total,
Lombard LBTC,Morpho Blue,0.6391,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,morpho-blue,Ethereum,btc_borrowed,
Lombard LBTC,Morpho Blue,33.0773,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,morpho-blue,Katana,btc_total,
Lombard LBTC,Morpho Blue,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,morpho-blue,Monad,btc_total,
Lombard LBTC,Morpho Blue,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,morpho-blue,Stable,btc_total,
Lombard LBTC,Morpho Blue,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,morpho-blue,TAC,btc_total,
Lombard LBTC,NAVI Lending,52.6867,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,navi-lending,Sui,btc_total,
Lombard LBTC,NAVI Lending,2.9481,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,navi-lending,Sui,btc_borrowed,
Lombard LBTC,Silo V2,0.3468,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,silo-v2,Sonic,btc_total,
Lombard LBTC,Silo V2,0.0234,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,silo-v2,Sonic,btc_borrowed,
Lombard LBTC,SparkLend,2711.7124,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,sparklend,Ethereum,btc_total,
Lombard LBTC,Suilend,81.7528,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,suilend,Sui,btc_total,
Lombard LBTC,Venus Core Pool,0.2673,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,venus-core-pool,Ethereum,btc_total,
Lombard LBTC,ZeroLend Lending,0.0492,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,zerolend-lending,Corn,btc_total,
Lombard LBTC,ZeroLend Lending,0.0503,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,zerolend-lending,Corn,btc_borrowed,
Lombard LBTC,ZeroLend Lending,0.1196,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,zerolend-lending,Ethereum,btc_total,
Lombard LBTC,ZeroLend Lending,0.1721,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
Lombard LBTC,Aave V3,26.9551,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,aave-v3,Base,btc_total,
Lombard LBTC,Aave V3,1685.9567,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,aave-v3,Ethereum,btc_total,
Lombard LBTC,Aave V3,0.017,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,aave-v3,Ethereum,btc_borrowed,
Lombard LBTC,Aave V4,0.0004,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,aave-v4,Ethereum,btc_total,
Lombard LBTC,Avalon Finance,0.0164,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,avalon-finance,Binance,btc_total,
Lombard LBTC,Avalon Finance,0.001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,avalon-finance,Corn,btc_total,
Lombard LBTC,Bucket CDP,0.0175,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,cdp,bucket-cdp,Sui,btc_total,
Lombard LBTC,crvUSD,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,cdp,crvusd,Ethereum,btc_total,
Lombard LBTC,Current,0.0007,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,current,Sui,btc_total,
Lombard LBTC,Dolomite,0.4052,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,dolomite,Berachain,btc_total,
Lombard LBTC,Dolomite,0.016,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,dolomite,Berachain,btc_borrowed,
Lombard LBTC,Echelon Market,0.045,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,echelon-market,Move,btc_total,
Lombard LBTC,Euler V2,0.0745,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,euler-v2,BOB,btc_total,
Lombard LBTC,Euler V2,0.14,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,euler-v2,BOB,btc_borrowed,
Lombard LBTC,Euler V2,1.2723,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,euler-v2,Base,btc_total,
Lombard LBTC,Euler V2,0.1389,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,euler-v2,Base,btc_borrowed,
Lombard LBTC,Euler V2,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,euler-v2,Berachain,btc_total,
Lombard LBTC,Euler V2,0.1953,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,euler-v2,Ethereum,btc_total,
Lombard LBTC,Euler V2,0.0049,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,euler-v2,Ethereum,btc_borrowed,
Lombard LBTC,Euler V2,0.003,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,euler-v2,Monad,btc_total,
